id,source_label,floor_number,mid,text,original_pic,disable_reply,user_location,follow_count,followers_count,created_at,created_at_ts
2136066,寄给走饭的信超话,0,4.78821E+15,寄?叻沟男? 在人多的地方就会心慌每天只想一个人待着 ,,0,,14,2,Wed Jul 06 12:45:54 +0800 2022,1657082754
2136067,焦虑症超话,0,4.78823E+15,焦虑症: 就刚刚突然害怕被呛住一口气吸不上来，就陷入一种非常恐惧的状态。然后我就一个劲的咳嗽，拼命呼吸，好像真的那啥一样，这种情况大家有没有什么好的办法应对 ,,0,,13,1,Wed Jul 06 13:29:39 +0800 2022,1657085379
2136068,抑郁症超话,0,4.78821E+15,抑郁症: 医生强烈建议住院，但是不懂医院的治疗手段，不知道会经历什么，所以暂时没有去住，有经历过的朋友们科普一下嘛？（坐标杭州第七人民医院） ,,0,,17,1,Wed Jul 06 12:25:45 +0800 2022,1657081545
2136069,抑郁症超话,0,4.78821E+15,抑郁症:  可以交个朋友吗 ,,0,,12,1,Wed Jul 06 12:20:29 +0800 2022,1657081229
2136070,抑郁症超话,0,4.78821E+15,真希望自己来一场失忆忘记了一些东西就可以重新开始了 ,,0,,156,239,Wed Jul 06 12:15:40 +0800 2022,1657080940
2136071,抑郁症超话,0,4.78821E+15,厦门仙岳有没有病友 我要待疯了 ,,0,,28,41,Wed Jul 06 12:10:29 +0800 2022,1657080629
2136072,双相情感障碍超话,0,4.78822E+15,双相情感障碍: 云南的姐妹们，你们在昆明哪个医院找哪个?缴床⊙剑课抑岸荚谥厍炜吹模掳肽暌乩醋。蕴崆拔饰蕕是去云南省精神病专科医院吗？要能够查血清锂浓度的~ ,https://wx2.sinaimg.cn/large/008an1Gjgy1h3x4y3r07bj30u0140apj.jpg,0,,79,14,Wed Jul 06 13:20:35 +0800 2022,1657084835
2136073,双相情感障碍超话,0,4.78822E+15,双相情感障碍: 一个人把自己反锁在房间 真的忍不住又哭了 ,,0,,6,41,Wed Jul 06 13:18:01 +0800 2022,1657084681
2136074,焦虑症超话,0,4.78823E+15,无论你是什么原因患上了抑郁症: 或者还没有定位到原因，但深深陷入绝望与黑暗没有办法看到光明，请你一定反复阅读这篇文章！它不一定带来痊愈但一定会给你启发：,,0,,61,26,Wed Jul 06 13:50:36 +0800 2022,1657086636
2136075,焦虑症超话,0,4.78823E+15,"焦虑症: 西安疫情我又开始焦虑了,怎么办,感觉生活无望了 ",,0,,566,1406,Wed Jul 06 13:48:58 +0800 2022,1657086538
2136076,焦虑症超话,0,4.78823E+15,焦虑症:  记录，吃舍曲林和坦度第6天，睡眠不错，惊恐不再发作，能够从容的出门，药物副作用似乎也在减弱，但是出门头昏不真实感有点严重，总体来说在恢复 ,,0,,7,4,Wed Jul 06 13:43:54 +0800 2022,1657086234
2136077,焦虑症超话,0,4.78823E+15,焦虑症: 最近因为工作太焦虑了，结果前天晚上居然忘记吃药了，这是我一年来第一次忘记吃药，但是昨天白天担心了一天好像也没啥症状。就当我以为我没事的时候，下班走回家的路上突然开始头晕，差点晕在大马路，然后就赶紧回家躺着休息了，睡了三个小时到十点醒来好多了，好像一切都很正常。结果十 ...全文,,0,,84,33,Wed Jul 06 13:42:20 +0800 2022,1657086140
2136078,抑郁症超话,0,4.78823E+15,抑郁症:  求助：我老公抑郁了，现在处于整个人自我否定自我厌弃的阶段，而且不想伤害我想跟我分开自己调整，还不想去医院。这种状态我应该怎么做？ ,,0,,25,20,Wed Jul 06 13:51:40 +0800 2022,1657086700
2136079,抑郁症超话,0,4.78823E+15,抑郁症: 多多爱我吧 不然我要枯萎了 ,,0,,43,4,Wed Jul 06 13:50:38 +0800 2022,1657086638
2136080,抑郁症超话,0,4.78823E+15,抑郁症: 最近因为工作太焦虑了，结果前天晚上居然忘记吃药了，这是我一年来第一次忘记吃药，但是昨天白天担心了一天好像也没啥症状。就当我以为我没事的时候，下班走回家的路上突然开始头晕，差点晕在大马路，然后就赶紧回家躺着休息了，睡了三个小时到十点醒来好多了，好像一切都很正常。结果十 ...全文,,0,,84,33,Wed Jul 06 13:46:51 +0800 2022,1657086411
2136081,抑郁症超话,0,4.78823E+15,"I'm not angry,I'm sad.抑郁症:  ",,0,,162,1,Wed Jul 06 13:45:52 +0800 2022,1657086352
2136082,抑郁症超话,0,4.78823E+15,抑郁症: 爱我吧 ,,0,,80,1,Wed Jul 06 13:44:58 +0800 2022,1657086298
2136083,抑郁症超话,0,4.78823E+15,抑郁症: 问下怎么样才算抑郁症痊愈？我自己今年2月确诊轻度抑郁，吃药已经吃了有半年了。不能保证每天晚上都不失眠，但只要失眠第二天就没有力气，胸闷，感觉紧张，心情像是刚哭过一样。不失眠的话，有点劲。 ,,0,,365,1,Wed Jul 06 13:41:59 +0800 2022,1657086119
2136084,抑郁症超话,0,4.78823E+15,抑郁症: 在别人面前我是开心果，自己一个人就不停哭 ,,0,,90,3,Wed Jul 06 13:33:46 +0800 2022,1657085626
2136085,抑郁症超话,0,4.78823E+15,抑郁症: 尽量避免负面新闻    强迫自己看看新闻联播吧！   真的有用  虽然虚假的要死 ,,0,,58,2,Wed Jul 06 13:30:24 +0800 2022,1657085424
2136086,抑郁症超话,0,4.78822E+15,抑郁症:  什么时候可以去死 ,,0,,1244,839,Wed Jul 06 13:27:07 +0800 2022,1657085227
2136087,抑郁症超话,0,4.78822E+15,抑郁症:  ：家庭聚餐 所有人都在指责我 我也想知道我?裁幢涑烧庋?过一会儿他们又开始说说笑笑好像是他们茶余饭后的消遣 我的情绪没人关心 只是口头上对我说 下次再带你去医院 ,,0,,501,207,Wed Jul 06 13:25:16 +0800 2022,1657085116
2136088,抑郁症超话,0,4.78822E+15,抑郁症:  我希望自己能走在爸妈的前面，这样我就不用承担失去他们的痛苦了～，有点自私对不对？,,0,,667,47,Wed Jul 06 13:25:00 +0800 2022,1657085100
2136089,抑郁症超话,0,4.78822E+15,抑郁症:  昨天的天气真的不错 衡水 ,https://wx1.sinaimg.cn/large/0086HLYFly1h3x51eask3j31w02iou0y.jpg,0,,763,12,Wed Jul 06 13:24:03 +0800 2022,1657085043
2136090,抑郁症超话,0,4.78822E+15,抑郁症: 第一次一个人去医院复诊，我想知道怎么做，好慌 ,,0,,58,4,Wed Jul 06 13:23:27 +0800 2022,1657085007
2136091,抑郁症超话,0,4.78822E+15,抑郁症: 心态快炸了，快扛不住了，真的没啥意思 ,,0,,264,1935,Wed Jul 06 13:22:37 +0800 2022,1657084957
2136092,抑郁症超话,0,4.78822E+15,抑郁症: 又加药了 ,https://wx4.sinaimg.cn/large/0080NPwpgy1h3x4w2l0tmj31s02dce82.jpg,0,,794,295,Wed Jul 06 13:18:38 +0800 2022,1657084718
2136093,抑郁症超话,0,4.78822E+15,抑郁症: 自行避?桌谔裥牧薂丢掉了行囊21 网页链接 ,https://wx4.sinaimg.cn/large/0080NPwpgy1h3x4tfew8xj30le0zw0w9.jpg,0,,794,295,Wed Jul 06 13:16:24 +0800 2022,1657084584
2136094,抑郁症超话,0,4.78822E+15,抑郁症:  人来着这世间走一遭到底为了什么？一天到晚跟这个比跟那个比，他们不累吗！ ,,0,,27,2,Wed Jul 06 13:11:46 +0800 2022,1657084306
2136095,抑郁症超话,0,4.78822E+15,抑郁症: 要不要退学 退学之后干嘛去 天天在家躺尸吗 可是我确实什么都不想做 继续这样让我太痛苦了 ,,0,,45,4,Wed Jul 06 13:09:23 +0800 2022,1657084163
2136096,抑郁症超话,0,4.78822E+15,抑郁症: 保安是我现在最羡慕的工作之一 ,,0,,40,7,Wed Jul 06 13:07:00 +0800 2022,1657084020
2136097,抑郁症超话,0,4.78822E+15,抑郁症: 刚开始吃思诺思 吃完半片二十分钟左右倒 晚上终于能睡好觉了就是白天也好困 ,,0,,390,652,Wed Jul 06 13:04:58 +0800 2022,1657083898
2136098,抑郁症超话,0,4.78822E+15,抑郁症: 有做过电休克的吗，推荐吗，医生有说让做，但是在医院见过做过的阿姨跟老年痴呆一样，而且医生说一般不给上学工作的人用，我现在不知道要不要做 ,,0,,133,75,Wed Jul 06 13:03:43 +0800 2022,1657083823
2136099,抑郁症超话,0,4.78822E+15,好难过我可能真的是废物垃圾 ,,0,,43,10,Wed Jul 06 13:03:19 +0800 2022,1657083799
2136100,躁郁症超话,0,4.78823E+15,躁郁症: 很烦躁 ,,0,,221,120,Wed Jul 06 13:53:56 +0800 2022,1657086836
2136101,双相情感障碍超话,0,4.78823E+15,双相情感障碍: 说实话我想放弃了我想摆烂了我没有那么坚定的毅力和信心了我只觉得很累很难熬 ,,0,,221,120,Wed Jul 06 13:54:40 +0800 2022,1657086880
2136102,抑郁超话,0,4.78824E+15,抑郁: 我觉得我不适合在这个世上 ,,0,,128,162,Wed Jul 06 14:18:44 +0800 2022,1657088324
2136103,抑郁超话,0,4.78824E+15,抑郁: 中考失利，打算去职高，感觉全家人都比我要释怀，昨天去看了学校感觉学校很快乐，父母的意思是不想让我有压力，其实去职高也好，确实比我平时要轻松，我觉得在里面我应该也会很开心，感觉放假了状态会好一点，在学校里最后那一个月，那种高压的情况下整个人都不好，经常跑到外面打电话哭， ...全文,,0,,117,3,Wed Jul 06 14:08:41 +0800 2022,1657087721
2136104,抑郁超话,0,4.78823E+15,抑郁:  换了新的工作环境，什么都不会，感觉自己撑不下去了，每天一坐到座位上就头皮发麻，恶心，怎么办我觉得我生?×?,,0,,523,3,Wed Jul 06 13:50:00 +0800 2022,1657086600
2136105,抑郁超话,0,4.78821E+15,我们许多人都会先等心情好了再开始做事。然而，通过行动来改变心情则更有效率，也就是说，即使我们并没有心情去做，但还是可以循序渐进地参与那些会对我们有益的活动。你会发现，对活动的兴趣会随之而来，针对抑郁症: 的行为激活策略即以此为基础。抑郁 ,,0,,63,388,Wed Jul 06 12:45:59 +0800 2022,1657082759
2136106,抑郁超话,0,4.78821E+15,抑郁: 原来所有情绪的积压在他们眼里不过是叛逆罢了 ,https://wx2.sinaimg.cn/large/008fZPbuly1h3x2x9vxvuj30u01gjdiu.jpg,0,,446,9,Wed Jul 06 12:10:34 +0800 2022,1657080634
2136107,抑郁症超话,0,4.78823E+15,抑郁症:  到底还要撑多久才能结束呢？最近手抖心悸失眠越来越严重，情绪每天一次一次的失控崩溃，身体也开始慢慢出现问题，不想再撑了...真的好像没有任何意义了…… ,,0,,12,108,Wed Jul 06 14:02:07 +0800 2022,1657087327
2136108,抑郁症超话,0,4.78823E+15,抑郁症: 我以为我的朋友在了解了事实后，以及在知道我的人品的情况下，会和我心平气和的讨论交流，但是呢，她们说我和杀人犯共情。可我并没有说杀人犯没错。哦，我懂了，原来我在她们眼里的形象，就是不顾理性的圣母啊。可是，我说的才是事实。 ,,0,,2,1,Wed Jul 06 14:01:52 +0800 2022,1657087312
2136109,抑郁症超话,0,4.78823E+15,抑郁症:  我想问一下各位姐妹，有没有杭州治疗强迫思维的心理工作室（去过医院，不太喜欢）？希望是女性,,0,,468,127,Wed Jul 06 14:00:31 +0800 2022,1657087231
2136110,抑郁症超话,0,4.78823E+15,抑郁症:  吃了药以后好多了 ,,0,,228,2,Wed Jul 06 13:58:36 +0800 2022,1657087116
2136111,抑郁症超话,0,4.78823E+15,抑郁症:  两天没见我家毛孩子了，怪想它的 ,https://wx3.sinaimg.cn/large/006L4u3Vly1h3x6017pshj30u01hcwqf.jpg,0,,26,29,Wed Jul 06 13:57:14 +0800 2022,1657087034
2136112,鹿道森超话,0,4.78824E+15,鹿道森 当跟A父母一起在一个区办公的认识的熟人，可以算是亲戚，在A父母出差时当着A的面，对A的身体缺陷，指指点点，以A听不懂老家的方言为由，肆意地说（A其实听得懂，但是他平时都只是讲普通话而已）A回家把事情告诉了父母，父母的回答是不用跟他们争吵，忍忍就过去了，但是，A当时虽然也 ...全文,,0,,246,123,Wed Jul 06 14:21:40 +0800 2022,1657088500
2136113,寄给走饭的信超话,0,4.78824E+15,寄给走饭的信: 我想好好?模墒牵钊醋苁侨梦也坏冒采?,,0,,19,4,Wed Jul 06 14:25:44 +0800 2022,1657088744
2136114,寄给走饭的信超话,0,4.78824E+15,寄给走饭的信: 你终于承认了，这是你的心里话吧。回想起你以前每次夸我，我都觉得虚伪至极。你不知道吗？我，一直都有自知之明。 ,,0,,19,4,Wed Jul 06 14:24:48 +0800 2022,1657088688
2136115,寄给走饭的信超话,0,4.78824E+15,寄给走饭的信: 与其担心我厌食，倒不如劝诫我别暴食。 ,,0,,19,4,Wed Jul 06 14:20:24 +0800 2022,1657088424
2136116,寄给走饭的信超话,0,4.78824E+15,一天八百个不快乐的情绪寄给走饭的信:  ,,0,,93,78,Wed Jul 06 14:12:27 +0800 2022,1657087947
2136117,焦虑症超话,0,4.78825E+15,焦虑症: 嗓子疼，咽东西锁骨位置疼，哎~要去做喉镜吗？ ,,0,,57,15,Wed Jul 06 14:59:19 +0800 2022,1657090759
2136118,抑郁症患者超话,0,4.78825E+15,抑郁症患者:  考试好难啊啊啊啊不会啊，为什么别人都说简单啊 ,,0,,253,3,Wed Jul 06 14:55:29 +0800 2022,1657090529
2136119,寄给走饭的信超话,0,4.78825E+15,寄给走饭的信: 它让我觉得压抑。 ,,0,,19,4,Wed Jul 06 14:50:53 +0800 2022,1657090253
2136120,寄给走饭的信超话,0,4.78825E+15,寄给?叻沟男? 我想逃，我想逃离这个家。 ,,0,,19,4,Wed Jul 06 14:50:04 +0800 2022,1657090204
2136121,饭遇超话,0,4.78824E+15,饭遇: 所以为什么我又是被剩下的那个 ,,0,,25,12,Wed Jul 06 14:37:39 +0800 2022,1657089459
2136122,焦虑症超话,0,4.78825E+15,焦虑症:  如果我能再坚强一点就不用辛苦麻麻大半夜陪我去急诊了希望劳拉有作用呢 ,,0,,159,8,Wed Jul 06 15:18:52 +0800 2022,1657091932
2136123,焦虑症超话,0,4.78825E+15,焦虑症: 救命腿上两边膝盖突然多了十几个红色的淤青呜呜呜呜，好害怕 ,,0,,71,6,Wed Jul 06 15:11:59 +0800 2022,1657091519
2136124,焦虑症超话,0,4.78825E+15,焦虑症:  求骂。 目前处于戒断期，睡眠问题与心理问题已达到一定的改善。结果情况一好转，就开始熬夜玩手机。昨晚第二次忘记吃药，以为自己心态好，所以没有服用安定。再加上熬夜到四点看完韩剧窥探，睡觉的时候就开始不舒服了，就是属于不停地惊恐发作。每次快要睡着，就会因为不能呼吸强迫转 ...全文,,0,,14,1,Wed Jul 06 15:02:47 +0800 2022,1657090967
2136125,抑郁症超话,0,4.78825E+15,抑郁症:  好累 突然又有了那时候不开心的感觉 ,,0,,10,4,Wed Jul 06 15:05:58 +0800 2022,1657091158
2136126,抑郁症超话,0,4.78825E+15,抑郁症: 每天都不开心，晚上一整晚都睡不着觉，我该怎么办啊，真的好累 ,,0,,452,174,Wed Jul 06 15:01:06 +0800 2022,1657090866
2136127,抑郁症超话,0,4.78825E+15,抑郁症: 要是内心有一个稳定的客体就好了，抱持我，遇到解决不了的事我就会安慰自己，什么时候会有呢 ,,0,,233,217,Wed Jul 06 15:00:57 +0800 2022,1657090857
2136128,抑郁症超话,0,4.78825E+15,抑郁症: 还是有点难受。。 ,,0,,223,36,Wed Jul 06 14:59:52 +0800 2022,1657090792
2136129,抑郁症超话,0,4.78825E+15,抑郁症: 其实有事做。。但动不起来。。 ,,0,,223,36,Wed Jul 06 14:59:38 +0800 2022,1657090778
2136130,抑郁症超话,0,4.78825E+15,抑郁症: 一定一定要和喜欢喜欢非常喜欢的人在一起哦～ ,https://wx3.sinaimg.cn/large/006DyfWAgy1h3x7stgiwkj30qo170gye.jpg,0,,55,94,Wed Jul 06 14:59:14 +0800 2022,1657090754
2136131,抑郁症超话,0,4.78825E+15,抑郁症:  这倒数的第十三天怎么才过了一半，等不及了好难熬 ,,0,,220,102,Wed Jul 06 14:58:41 +0800 2022,1657090721
2136132,抑郁症超话,0,4.78825E+15,抑郁症: 把一个双相的我介绍给一个中度抑郁的他，我：……，他：…………，我们：?黄鹑ゾ窨疲?,,0,,38,7,Wed Jul 06 14:57:25 +0800 2022,1657090645
2136133,抑郁症超话,0,4.78825E+15,抑郁症:  身上莫名其妙有蛮多淤青 可是我好像没磕到过啊 有友友知道怎么回事吗 ,,0,,178,36,Wed Jul 06 14:56:03 +0800 2022,1657090563
2136134,抑郁症超话,0,4.78825E+15,抑郁症:  每天都在掉秤 一天可以掉两斤 omg可是我真的吃东西就吐 肉眼观察的出我瘦了蛮多的 三个星期断断续续上学 已经瘦了十四斤了再这样下去我是不是要去输营养液了 ,,0,,178,36,Wed Jul 06 14:48:03 +0800 2022,1657090083
2136135,抑郁症超话,0,4.78824E+15,抑郁症: 死吧死吧 让我去死 ,,0,,45,4,Wed Jul 06 14:43:23 +0800 2022,1657089803
2136136,抑郁症超话,0,4.78824E+15,抑郁症:  每天上班都装的很开心的样子跟同事客户说话，但每说一句话，感觉用了全身力气，每天都过得好累，看不到希望也没有未来，这样的日子已经快撑不下去了 ,,0,,63,58,Wed Jul 06 14:36:57 +0800 2022,1657089417
2136137,抑郁症超话,0,4.78824E+15,抑郁症:  心理医生和我，不用刻意去寻找活着的意义，吃好每一顿饭，睡好每一个觉，这就是最大的意义，可是我他妈睡不着觉吃饭还吐，我要能吃好睡好我的病大概率可以好一半 ,,0,,102,30,Wed Jul 06 14:36:26 +0800 2022,1657089386
2136138,抑郁症超话,0,4.78824E+15,抑郁症:  感觉心里好烦 好压抑 想大吼大叫 ,,0,,48,27,Wed Jul 06 14:36:01 +0800 2022,1657089361
2136139,抑郁症超话,0,4.78824E+15,抑郁症: 第一次遇到两个特别恶心的职场人，真得谢，不愿意跟您共事，再见,,0,,114,29,Wed Jul 06 14:31:28 +0800 2022,1657089088
2136140,抑郁症超话,0,4.78824E+15,抑郁症: 我想问一下大家，团关系转出原因怎么选啊？我现在是在家自学教资和成人高考。也没有工作单位。填什么原因比较好呢？ ,https://wx4.sinaimg.cn/large/007NrWLfly1h3x6xevadvj30zk0k0wji.jpg,0,,55,29,Wed Jul 06 14:28:59 +0800 2022,1657088939
2136141,抑郁症超话,0,4.78824E+15,抑郁症: 今天也没吃药，不想吃，觉得不吃也没什么，无非就是比平常更烦躁不安一点，勒脖子 喜欢窒息濒死的感觉 就是勒完缺氧的头晕头疼有点难受 ,,0,,180,51,Wed Jul 06 14:17:55 +0800 2022,1657088275
2136142,抑郁症超话,0,4.78824E+15,抑郁症: 好难过 我真的社恐 ,,0,,284,52,Wed Jul 06 14:14:29 +0800 2022,1657088069
2136143,抑郁症超话,0,4.78824E+15,抑郁症:  现在去医院，应该是挂神经内科还是神经外科啊 ,,0,,3,1,Wed Jul 06 14:13:52 +0800 2022,1657088032
2136144,抑郁症超话,0,4.78824E+15,抑郁症: 明天就要去北京安定住院了，要和我妈妈分开了，我最爱我妈妈，我不在她身边她会难过，而且我快生日了，生日那天我只能在医院她会更难过，我没有办法 ,,0,,90,3,Wed Jul 06 14:09:03 +0800 2022,1657087743
2136145,双相情感障碍超话,0,4.78825E+15,双相情感障碍: 来无病呻吟一下，出国的事黄了，还因为这个流程戛然而止受到了亲情绑架，被逼着考公务员。窒息的瞬间感觉回到了某个女人的子宫里，连着胎盘脐带，还听见淙淙水声，以及心跳。所以又把自己放下来了，把绳子凳子放回去，因为实在不想受二茬苦，再从婴儿被养大面临同一种局面。 ,,0,,480,21,Wed Jul 06 15:12:40 +0800 2022,1657091560
2136146,抑郁症超话,0,4.78826E+15,抑郁症: 想当一回树洞，会有小可爱翻我牌子吗,,0,,52,3,Wed Jul 06 15:54:13 +0800 2022,1657094053
2136147,抑郁症超话,0,4.78826E+15,抑郁症: 吞药会有啥后遗症吗 ,,0,,2,1,Wed Jul 06 15:52:51 +0800 2022,1657093971
2136148,抑郁症超话,0,4.78826E+15,抑郁症: 救命啊，我又出错了求求了，我真的只想没有意外地安静地活下去 ,,0,,43,1,Wed Jul 06 15:49:21 +0800 2022,1657093761
2136149,抑郁症超话,0,4.78826E+15,抑郁症:  在医院等叫号，之前在本市第一人民医院线上咨询过，初步确诊双相，第一次看医生有什么注意的，我该和她说些什么，从小就有点恐医，怎么办 ,https://wx3.sinaimg.cn/large/008jMXJCly1h3x976rkqaj30v20u0juo.jpg,0,,3,1,Wed Jul 06 15:47:36 +0800 2022,1657093656
2136150,抑郁症超话,0,4.78826E+15,抑郁症:    今天退学了，带着好多东西，在回家的路上了，以后就只有高中文凭啦，不知道以后怎么办，一个啥啥都不会的人，我恐惧社会，恐惧工作 ,,0,,6,19,Wed Jul 06 15:41:49 +0800 2022,1657093309
2136151,抑郁症超话,0,4.78826E+15,抑郁症:  服用抗抑郁药物期间可以接种九价吗？有哪位姐妹接种了的？在线急！！ ,,0,,11,11,Wed Jul 06 15:37:28 +0800 2022,1657093048
2136152,抑郁症超话,0,4.78826E+15,抑郁症:  好累啊 止不住的哭 坚持不下去了 不想坚持了 ,,0,,3,1,Wed Jul 06 15:31:43 +0800 2022,1657092703
2136153,抑郁症超话,0,4.78825E+15,抑郁症:  答应自己，如果第二天我还活着，那就一定要撑到第三天天亮 ,,0,,299,5,Wed Jul 06 15:22:12 +0800 2022,1657092132
2136154,抑郁症超话,0,4.78825E+15,抑郁症:  让我死了吧，最近出?拇砹颂嗔耍涣税倭?,,0,,330,165,Wed Jul 06 15:18:16 +0800 2022,1657091896
2136155,抑郁症超话,0,4.78825E+15,抑郁症: 每天都很烦 ,,0,,2,1,Wed Jul 06 15:17:33 +0800 2022,1657091853
2136156,抑郁症超话,0,4.78825E+15,抑郁症: 活活不明白，死难道还死不利索吗？ ,,0,,22,1,Wed Jul 06 15:15:45 +0800 2022,1657091745
2136157,抑郁症超话,0,4.78825E+15,抑郁症: 我差一点就碰到月亮了，可惜天亮了。 ,,0,,24,7,Wed Jul 06 15:14:58 +0800 2022,1657091698
2136158,抑郁症超话,0,4.78825E+15,抑郁症: 今天好开心，吃了冰淇淋，心心念的凉皮，买了条短裤，和喜欢的半袖，这是我从小到大第一次穿短裤，往年的夏天只能穿长裤，而且很热，因为我很胖，体重一百六十斤，腿很粗，就很自卑，当我穿上这个裤子的时候，就好像没有那么紧张害怕了。就一直蹦蹦跳跳的，朋友说好久没有见到我这样了。 ...全文,,0,,55,29,Wed Jul 06 15:13:54 +0800 2022,1657091634
2136159,抑郁症超话,0,4.78825E+15,抑郁症: 以前不太出汗，再热的天都扛都住，现在在家，家里一点不热，可煮袋泡面都和蒸桑拿一样更别提吃完了，又热又窒息 ,,0,,192,119,Wed Jul 06 15:12:03 +0800 2022,1657091523
2136160,抑郁症超话,0,4.78825E+15,抑郁症: 活着是多少人的梦寐以求  我却觉得多一天都异常痛苦 ,,0,,4,1,Wed Jul 06 15:11:48 +0800 2022,1657091508
2136161,抑郁症超话,0,4.78825E+15,抑郁症: 和朋友闹掰了，以后要孤身一人了 我该怎么办 ,,0,,119,98,Wed Jul 06 15:08:38 +0800 2022,1657091318
2136162,微笑抑郁症超话,0,4.78805E+15,微笑抑郁症:  ,https://wx4.sinaimg.cn/large/006S6RHfgy1h3wkmcscmij30wi1yce81.jpg,0,,104,7,Wed Jul 06 01:38:03 +0800 2022,1657042683
2136163,双相情感障碍超话,0,4.78826E+15,双相情感障碍: 给你们看一看每天都在陪我猪咪，我好爱他 ,https://wx2.sinaimg.cn/large/008h151Fly1h3x9lk1943j33342bc4qr.jpg,0,,69,3,Wed Jul 06 16:02:02 +0800 2022,1657094522
2136164,抑郁症患者超话,0,4.78827E+15,3年了噶，我一直坚持了三年。这三年中有眼泪也有欢笑噶，这三年我也认识了许多在抗抑路上充满坎坷的孩子，其中，最让我印象最深刻的是一个孩子的一句话。Ta说：如果我不继续坚持下去，可能这个家就毁了。当时，我可能真的不知道ta经历了什么，也没有真正的做到感同身受，可是，我逐渐明白了：可能对某 ...全文,https://wx2.sinaimg.cn/large/007UHEvBly1h3xa47b8f1j30k01fiq55.jpg,0,,425,8,Wed Jul 06 16:21:19 +0800 2022,1657095679
2136165,抑郁症超话超话,0,4.78819E+15,抑郁症超话: 父亲因为借钱被列入失信名单，父母回来后肯定又是一阵腥风血雨，我好绝望，我该怎么活 ,,0,,62,4,Wed Jul 06 11:13:50 +0800 2022,1657077230
2136166,双相情感障碍超话,0,4.78827E+15,双相情感障碍:  有没有想结婚的女性？ ,https://wx2.sinaimg.cn/large/007GjB2Xly1h3xafmhab0j30u016wx58.jpg,0,,333,3,Wed Jul 06 16:30:17 +0800 2022,1657096217
2136167,双相情感障碍超话,0,4.78827E+15,双相情感障碍:  突然理解了表情淡漠的意思 在我画了一天半终于画完一张画的时候老师让我重画 我竟然心里毫无波动 面无表情地接受 ,,0,,2,1,Wed Jul 06 16:30:11 +0800 2022,1657096211
2136168,双相情感障碍超话,0,4.78827E+15,双相情感障碍: 在喜茶的DY播播间里买了芝芝绿妍茶后9.9,https://wx4.sinaimg.cn/large/006GSxCEgy1h3x9sjkmm0j30u0140tcs.jpg,0,,236,534,Wed Jul 06 16:17:06 +0800 2022,1657095426
2136169,双相情感障碍超话,0,4.78827E+15,双相情感障碍: 不知道有哪个小可爱住在南京，可以私信我，想要送你一束花,,0,,69,3,Wed Jul 06 16:15:36 +0800 2022,1657095336
2136170,林奕含超话,0,4.78827E+15,林奕含,,0,,31,1,Wed Jul 06 16:18:43 +0800 2022,1657095523
2136171,焦虑症超话,0,4.78827E+15,焦虑症: 西安的奥密克戎的变异疫情我的头颈又震颤僵硬了 ,,0,,566,1406,Wed Jul 06 16:46:13 +0800 2022,1657097173
2136172,抑郁症超话,0,4.78828E+15,抑郁症: 有没有复读的小伙伴呐！蹲几个一起监督打卡哇 ,,0,,69,18,Wed Jul 06 16:52:29 +0800 2022,1657097549
2136173,抑郁症超话,0,4.78828E+15,抑郁症: 我慢慢的失去每一位朋友在友情里，带来我的不再是欢乐，而是一次次的吃醋，一次次的自我怀疑，我在友情里流过很多泪，我在深夜里痛哭，惋惜着不该如此的一切，一次次的分离使我们变得不再是曾经的我们，我们逐渐陌生，或许我在友情里是很小气的，但是我只会自己藏着，我接受她们有着新 ...全文,,0,,63,10,Wed Jul 06 16:50:24 +0800 2022,1657097424
2136174,抑郁症超话,0,4.78828E+15,抑郁症: 人心太复杂了 为什么大家不能诚实一点 ,,0,,75,106,Wed Jul 06 16:49:02 +0800 2022,1657097342
2136175,抑郁症超话,0,4.78828E+15,抑郁症: 放假喽！ ,,0,,171,12,Wed Jul 06 16:46:53 +0800 2022,1657097213
2136176,抑郁症超话,0,4.78827E+15,抑郁症: 吃了草酸艾?刮髌眨犯骱α?,,0,,476,38,Wed Jul 06 16:44:31 +0800 2022,1657097071
2136177,抑郁症超话,0,4.78827E+15,抑郁症: 我不要变成自己之前最讨厌的人 ,,0,,66,68,Wed Jul 06 16:42:55 +0800 2022,1657096975
2136178,抑郁症超话,0,4.78827E+15,抑郁症:  请问,,0,,64,29,Wed Jul 06 16:42:07 +0800 2022,1657096927
2136179,抑郁症超话,0,4.78827E+15,抑郁症: 我想长大，可以自己养活自己，自己生活的长大 ,,0,,66,68,Wed Jul 06 16:41:51 +0800 2022,1657096911
2136180,抑郁症超话,0,4.78827E+15,大家会不会无法跟同事好好相处我就是 刚开始挺好后来因为一点小事闹了别扭然后吵了一架之后除了工作上再也没有交集最近我跟她说话她也爱搭不理还处处挑刺 我真服了 ,,0,,289,335,Wed Jul 06 16:39:25 +0800 2022,1657096765
2136181,抑郁症超话,0,4.78827E+15,抑郁症: 你们是靠什么坚持的？ ,,0,,552,1,Wed Jul 06 16:38:42 +0800 2022,1657096722
2136182,抑郁症超话,0,4.78827E+15,抑郁症:  真的好想结束自己重开自己，不知道哪会就跳楼了，但是好怕疼 ,,0,,172,71,Wed Jul 06 16:38:32 +0800 2022,1657096712
